STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
NL.G133	6.669	53.349	1817.970
RO.TSSL	29.727	45.162	472.975
CH.VDR	9.166	46.206	182.021
IV.TOLF	12.000	42.064	1432.426
Y8.PL02A	22.537	49.378	130.770
NL.VLW4	7.097	52.968	3446.802
WM.MAHO	4.266	39.896	465.291
NS.JNW	-8.424	71.027	561.010
IV.FVI	12.780	46.597	79.243
1Y.GR14	20.579	39.900	198.319
FR.ORDF	-0.937	43.212	236.196
NL.G572	7.022	53.135	1785.429
IV.LATE	11.804	42.614	120.705
RO.BORR	21.786	47.090	298.491
EI.ITIP	-8.079	53.046	2029.025
NL.G682	6.635	53.235	1783.242
IV.OSSC	11.246	43.524	128.266
HL.SIVA	24.812	35.018	185.256
HT.TSLK	20.655	38.825	1295.417
HP.PRMD	21.096	39.530	275.907
IV.ASSB	12.659	43.043	95.882
HU.EGYH	17.332	47.416	295.328
GB.LRW	-1.178	60.136	1637.927
IV.IST3	15.230	38.799	209.922
CH.LIENZ	9.492	47.294	297.818
NS.OSL	10.722	59.937	248.979
NL.G034	6.598	53.416	1861.066
KQ.NONN	13.692	54.111	294.635
RD.SAVF	5.124	48.615	586.681
NL.G372	7.035	53.274	1705.829
SX.ROHR	12.317	50.234	396.370
OX.CAE	12.438	46.009	226.968
KO.MERS	34.522	36.868	141.949
Y5.BH02A	18.424	43.875	162.284
IV.TDS	16.338	39.660	108.934
HA.KALE	22.140	38.391	142.318
HL.KZN	21.782	40.303	101.934
NL.ZH042	4.363	51.842	2102.616
IV.HPAC	15.037	36.709	155.948
GU.ROTM	8.353	44.849	462.017
FR.MOLES	4.392	47.931	365.019
NL.G634	6.911	53.331	1656.587
BW.BIB	11.247	48.152	256.495
1Y.GR06	26.272	41.339	74.273
1Y.GR18	22.668	39.728	106.604
NL.G082	6.644	53.395	1952.794
HL.THI2	23.211	38.373	213.662
NL.G121	6.571	53.370	1785.965
IV.SELL	16.628	38.983	30.566
Y8.RO25A	21.576	45.979	349.319
NL.VNDM3	6.839	53.115	1674.242
NL.WYN4	5.458	53.200	717.888
NL.L2066	6.823	52.810	3790.649
GR.ZARR	10.918	53.554	389.393
GR.HLGA3	7.894	54.175	298.653
Y8.BG19A	25.956	43.718	118.099
FR.VILS	4.086	49.122	675.820
NL.G424	6.989	53.222	1832.067
HP.LTHK	20.837	37.709	337.644
IV.CELB	10.211	42.747	129.610
IV.ATMI	12.268	43.334	116.565
NO.NC405	11.715	61.113	246.088
NL.FR054	5.869	53.070	1846.126
NL.OTL1	4.823	52.629	4300.125
IV.RSM2	12.445	43.938	285.593
NL.L2081	6.920	52.670	4052.904
Y8.RO04A	27.447	45.078	284.280
HT.OUR	23.979	40.333	98.071
Z6.A260A	16.706	47.283	254.602
NL.G331	6.671	53.250	1904.794
RD.ETSF	-0.559	42.899	159.034
NL.G292	6.787	53.281	1778.605
G.ECH	7.159	48.216	264.196
GR.LUEB	8.699	52.297	234.702
NL.G162	6.531	53.339	1860.694
CA.CORI	2.049	41.972	262.212
IV.ARVD	12.942	43.498	106.174
RD.ROSF	-3.274	48.336	451.396
BW.BE1	11.221	47.911	324.930
Z6.CP02A	19.970	49.909	170.489
NO.ARD8	25.469	69.538	391.348
RO.LOT	23.770	45.446	78.900
KO.KDZE	31.443	41.313	46.202
NL.NH011	4.997	52.566	1980.484
FR.SLVF	2.164	44.191	309.015
NL.T041	6.890	52.437	1770.070
HC.KOSP	27.281	36.881	433.672
IV.HSRS	15.222	37.093	101.419
HE.KPF	22.070	61.834	375.723
NS.VAGH	13.271	66.730	213.019
NL.T084	6.996	52.389	1615.515
Z6.A027A	14.007	46.816	148.324
HT.KOKK	23.999	40.818	83.493
CQ.NATA	32.570	34.779	206.706
HT.GRG	22.401	40.957	257.975
GX.WANN	13.125	52.411	237.865
IV.CAMP	13.409	42.536	115.013
RO.NEGRR	27.877	45.537	118.670
IV.ECNE	15.002	37.765	250.192
Z4.PSIS1	-0.723	46.184	437.265
CH.METMA	8.253	47.712	258.586
KO.AYDB	27.891	37.947	99.527
CH.VMV	9.022	46.423	196.434
RD.ETNF	6.038	48.262	305.342
NO.NBO02	10.857	61.049	241.018
HT.DMLN	20.373	38.239	918.255
XP.FR17A	2.259	45.145	336.340
FR.LEUC	2.554	44.761	300.525
GB.MCH1	-2.998	51.997	168.156
NL.L4117	6.631	53.032	5951.317
NL.G103	6.804	53.378	1993.503
1Y.GR24	22.194	38.689	125.104
CR.ZAG	15.994	45.829	392.655
RO.CRAR	23.800	44.325	197.662
Y8.PL01A	22.684	49.064	190.339
NS.JNE	-8.293	70.988	436.479
GU.BURY	7.557	43.782	213.696
NO.ARC7	25.494	69.540	395.950
NL.G542	6.758	53.124	1929.393
KO.YAYO	27.073	39.611	94.091
CA.CARA	0.818	42.708	195.631
IV.SPS2	16.339	39.291	34.900
Y8.AVR	27.669	43.119	140.106
ML.XLND	14.220	36.032	91.044
KO.EDRB	26.744	41.847	265.701
BE.UCC	4.360	50.797	298.594
GR.FBRG	10.198	52.906	522.230
8D.A060B	7.978	46.993	407.557
IV.ROVR	11.072	45.647	168.201
HU.ABAH	21.240	48.296	128.402
NL.ZH023	4.488	52.074	1809.245
IV.MARS	12.565	37.753	405.451
CQ.ATHA	33.396	35.141	313.676
KO.YALI	32.982	40.768	152.785
CH.FLACH	8.568	47.572	335.333
IV.VBKW	14.414	40.824	176.625
GR.KBON	11.773	54.116	351.551
BW.RTBE	12.824	47.745	259.755
NL.T063	6.910	52.343	1791.552
QE.HNB2	4.965	60.613	478.540
KO.BZK	34.004	41.960	211.770
MN.VSL	9.378	39.496	133.715
HU.KOVH	18.100	46.088	115.682
RO.VASR	27.791	46.642	29.902
RO.SCTR	27.995	45.674	330.025
XE.FRASC	16.266	39.838	111.540
IV.PTQR	13.401	42.022	121.213
NL.G214	6.594	53.313	1836.635
FR.SGSF	3.619	45.048	307.882
XE.T0701	16.116	39.986	102.687
FR.CALF	6.922	43.753	268.873
IV.ECZM	14.904	37.731	265.970
XP.FR09A	2.630	46.138	314.111
SX.TRIB	12.137	50.352	174.418
FR.SDOF	-1.411	46.047	502.833
NL.G231	6.768	53.309	1884.895
RO.TLCR	28.815	45.186	114.632
NL.G392	6.724	53.225	1732.955
IV.MTCE	12.742	42.023	113.392
8C.CI19	6.899	45.945	253.203
DK.MUD	9.173	56.455	224.794
NS.KTK1	23.237	69.012	336.509
FR.URDF	-0.593	43.438	250.748
CH.PANIX	9.112	46.826	207.788
KO.SIMA	28.983	39.083	192.357
TH.HKWD	12.268	50.830	150.087
NL.G423	6.989	53.222	1756.524
IV.ATVO	12.407	43.382	117.713
RO.ARR	24.633	45.366	84.093
HL.KEK	19.796	39.713	238.511
KO.GAZK	27.328	40.748	145.998
IV.USI	13.179	38.708	195.352
IV.VBKN	14.430	40.830	183.567
IV.MTSN	15.752	40.266	133.940
GU.BLANC	6.934	45.844	267.466
GR.WEEZ	9.627	52.303	265.641
HL.SKY	24.548	38.883	281.839
TH.GRZ1	12.220	50.691	150.727
NL.L2086	6.919	52.669	4922.828
Z6.CP12A	20.284	48.790	102.383
RO.VOIR	25.049	45.437	79.041
IY.OPPI	16.010	38.267	66.398
NL.FR053	5.869	53.070	3441.907
IV.PZIN	11.973	36.812	196.557
NL.G062	6.871	53.411	1782.253
NO.NC402	11.757	61.045	230.866
SL.PDKS	14.998	46.061	312.596
Y5.BH12A	17.157	44.393	155.441
CH.AIGLE	6.953	46.342	273.226
Z6.AL02A	19.396	41.409	748.635
1Y.GR01	23.291	41.285	89.481
NL.G633	6.911	53.331	1818.580
ZO.PDN9	11.172	45.308	195.730
NL.VDM21	6.834	53.084	1666.658
HA.LAKA	21.979	38.240	139.038
NO.ARA2	25.508	69.534	397.840
UP.AAL	19.994	60.178	219.268
KO.KVT	36.046	41.081	124.749
NL.G272	6.628	53.283	1957.006
GU.GRAM	10.065	44.490	207.559
FR.CLF	2.260	48.020	795.062
NL.L2061	6.825	52.809	4211.357
BW.GELB	11.251	48.163	247.806
NL.WYN3	5.458	53.200	19972.873
Z6.A146A	12.975	48.293	304.706
NL.VNDM4	6.839	53.115	1681.707
HT.SRS	23.595	41.109	83.598
FR.RSL	6.625	45.688	231.157
IY.SPDC	16.132	38.526	112.946
PL.KWP	22.707	49.631	207.373
NL.G182	6.722	53.331	1885.636
NL.G021	6.806	53.449	2117.321
IV.ACER	15.943	40.787	227.982
HL.ORTH	20.696	37.851	403.499
IV.ECTS	15.121	37.882	149.882
NL.GK012	6.247	53.291	1695.048
IV.GIGS	13.573	42.453	120.043
HC.RODP	23.758	35.560	250.261
CA.CEST	1.254	42.599	219.350
HC.GVDS	24.058	34.839	183.766
RO.DOPR	25.389	45.968	122.985
HT.KPRO	21.363	39.955	180.028
Y8.PL30A	17.694	50.144	125.624
NL.N032	6.405	53.111	1545.518
KO.SERE	33.564	38.946	177.281
CH.NALPS	8.748	46.595	227.525
HL.VLS	20.589	38.177	493.289
Z6.A029A	13.761	47.430	161.716
QE.HNB5	4.949	60.612	505.383
NL.T064	6.910	52.343	1750.293
NL.G652	6.954	53.169	1686.914
KO.KLYT	29.042	41.253	321.332
KO.SAUV	30.327	40.740	246.613
NL.G213	6.594	53.313	1851.439
NL.L1077	7.095	52.920	1564.331
IV.MRB1	14.968	41.123	248.038
NL.G84B	7.038	53.221	0.155
CA.CBEU	2.676	42.256	224.521
XP.FR26A	4.575	44.514	459.557
MN.SENA	9.457	40.444	148.956
IV.BDI	10.597	44.062	113.667
MT.AVP	5.672	44.941	263.972
SL.GOLS	15.624	46.011	144.908
GE.ZKR	26.217	35.115	334.306
HL.PTL	23.864	38.047	122.102
HT.NEST	21.049	40.415	159.425
SL.ZAVS	15.025	46.434	130.695
FR.ATE	-0.701	43.086	157.019
NL.G314	7.022	53.296	1743.170
UP.NOD	14.857	63.443	203.554
NL.G401	6.810	53.225	1915.791
IV.MSRU	15.508	38.264	103.896
GR.GTTG	9.964	51.546	196.378
IV.SSFR	12.782	43.436	108.999
NL.ZH024	4.488	52.074	1727.223
HL.THVA	23.336	38.330	229.463
NL.G104	6.804	53.378	1665.752
IV.PESA	12.840	43.941	176.170
SL.BOJS	15.252	45.504	116.662
NI.PALA	12.924	46.245	208.242
WM.CART	-1.001	37.587	141.626
CQ.MVOU	33.632	35.016	96.577
Z6.HU24A	21.159	46.910	348.410
NL.G611	6.681	53.382	1732.363
1Y.GR23	23.229	38.808	118.953
NL.G442	6.684	53.204	1844.895
NS.LOSSI	17.791	68.191	263.902
HT.AOS2	23.844	39.148	106.753
OE.MYKA	13.642	46.630	149.699
IV.NRCA	13.114	42.834	105.296
MD.PURM	29.872	46.529	125.864
GE.CSS	33.331	34.961	100.331
NL.T083	6.996	52.389	1522.261
NO.NBO05	11.198	61.071	243.188
FR.REST	3.859	43.715	316.592
NL.FR032	5.713	52.981	2002.913
NS.BER	5.330	60.385	540.666
FR.OGMO	6.683	45.209	207.046
IV.RMP	12.705	41.812	218.758
Y8.SGRR	25.974	44.223	131.660
KO.YER	28.284	37.134	206.641
HA.KARY	24.437	38.032	94.602
UD.KPD	26.460	48.563	107.626
FN.MSF	29.040	65.911	261.569
IV.PABO	14.387	41.749	246.979
IV.GIZZ	16.208	38.980	98.066
ML.MSDA	14.484	35.901	95.060
Y8.PL21A	19.871	49.558	175.632
NL.ZH033	4.400	51.978	1737.148
CA.CTRE	0.772	42.322	193.631
BE.RCHB	5.227	50.155	308.364
NL.G303	6.895	53.279	1748.786
RO.CHLR	29.289	45.425	65.062
UP.VIKU	16.699	58.502	198.573
NL.ENM1	6.482	53.406	4450.834
FR.BALS	3.452	44.520	310.059
XP.FR08A	4.124	46.203	334.347
KO.DKL	26.905	39.071	146.466
FR.CAMF	-4.615	48.269	899.007
NL.G204	6.895	53.335	1788.398
KO.EZN	26.325	39.825	89.380
HP.KSTR	20.576	39.249	15.777
NL.G511	6.885	53.173	2151.275
RO.HUMR	24.980	44.528	214.363
FN.RNF	26.014	66.609	312.405
GE.IMMV	23.981	35.461	146.417
GR.BRG	13.944	50.873	137.697
NO.NB202	11.278	61.007	235.276
NS.SKAR	8.304	60.681	297.793
NS.STOK	13.018	66.333	212.953
NL.G014	6.731	53.443	1928.464
CH.WALHA	9.123	47.753	278.109
FR.OGVG	6.112	44.815	220.045
SX.LANDS	12.163	51.526	206.236
TH.MODW	12.468	50.943	155.449
OE.KBA	13.345	47.078	140.332
FR.OLIV	-4.144	47.923	688.464
GR.CLL	13.002	51.308	134.888
GR.BFO	8.330	48.330	254.840
FR.AJAC	8.763	41.928	181.207
Z6.A026A	14.551	46.933	148.860
FR.SALF	1.188	42.759	222.113
GE.IBBN	7.759	52.306	285.473
NL.G701	6.538	53.241	1861.730
HU.LTVH	21.901	47.385	255.307
NL.G552	6.846	53.143	1651.077
GU.ENR	7.420	44.227	168.682
BW.TON	11.289	48.174	242.951
RO.SCHL	27.830	45.501	236.514
NL.G113	6.889	53.367	1720.538
IV.APEC	12.420	43.558	187.338
3D.OEM5	14.966	38.422	232.649
GR.HLGB1	7.912	54.183	320.163
NL.G321	6.579	53.250	1954.985
Z6.A261A	17.149	46.952	198.356
NL.G282	6.729	53.272	1989.317
GU.CANO	8.237	44.208	114.842
Y8.RO05A	24.314	44.980	196.283
FR.BOUF	-1.638	47.161	444.043
CH.TRULL	8.682	47.649	272.953
BW.MGS01	11.510	48.067	279.838
CH.LKBD2	7.644	46.375	245.584
NL.FR044	6.119	52.876	7417.052
HA.ACOR	22.869	37.891	133.830
KO.YESY	33.743	37.782	192.734
NO.NAO04	10.763	60.811	247.873
IV.SCIC	14.672	36.796	157.520
NL.ZH011	4.288	51.914	2240.611
IV.SCIAC	13.102	37.516	92.357
NO.NC300	11.414	61.262	249.216
NL.G434	7.079	53.232	1824.108
NL.T051	6.906	52.381	1819.904
QE.HNA0	4.957	60.611	496.326
UP.NRAU	15.040	59.571	204.554
CH.BOURR	7.230	47.394	345.481
NL.G533	7.080	53.167	1824.885
NO.ARD6	25.490	69.523	398.100
RO.VARL	27.849	45.900	212.732
Z6.CP03A	20.082	49.747	231.445
KO.BGKT	28.773	41.181	205.529
GE.ISP	30.509	37.843	92.210
IV.PTRP	16.061	40.521	195.003
CA.CORG	1.317	42.229	241.082
NL.G172	6.636	53.336	1795.920
NL.ZLV4	6.753	53.092	4426.662
KO.KAMT	33.712	39.369	87.870
FR.CHIF	-0.406	46.133	400.451
FR.HARD	1.944	49.305	481.770
Y5.BH03A	17.689	43.821	168.613
GU.POPM	10.757	44.045	149.817
IX.LIO3	15.180	40.897	195.713
KO.APMY	29.302	37.472	167.872
CH.LLS	9.008	46.847	212.280
KO.KIZT	31.883	38.881	111.082
HL.PRAS	24.550	41.352	3.433
NL.G362	6.924	53.265	1762.348
IV.VISG	11.434	44.189	87.325
CH.SAIRA	7.086	47.303	312.877
NO.NC605	11.410	60.777	227.487
IV.PGEL	11.979	36.794	168.737
NL.L2076	6.974	52.757	2315.222
CH.DAGMA	8.012	47.231	1275.953
IV.MPG	13.360	38.162	121.655
IV.PTMR	14.035	40.761	320.020
IV.IFOR	13.855	40.712	163.997
OE.SQTA	11.209	47.221	197.687
NL.G092	6.725	53.388	1896.455
NL.G131	6.669	53.349	2093.277
HP.GUR	22.342	37.936	116.161
RO.SULR	26.253	44.678	262.097
1Y.GR16	21.938	40.042	127.760
NS.HYA	6.186	61.163	482.534
GR.GRA2	11.358	49.654	217.228
NL.G624	6.842	53.387	1748.706
KO.CRLT	27.736	41.129	246.930
CQ.PARA	34.040	34.994	214.037
OE.VIE	16.362	48.248	267.673
Z6.A036A	12.309	47.379	59639245.403
1Y.GR33	22.334	36.762	192.624
RO.BZS	21.640	45.619	90.206
NL.G601	7.075	53.298	1887.538
SL.JAVS	14.064	45.893	147.091
TH.BONN	11.002	51.307	176.380
NL.TERZ	5.906	50.757	288.008
KO.RUZG	31.794	40.724	101.675
NL.VBG2	6.669	52.544	4328.202
HL.IACM	25.071	35.306	164.292
KO.SARI	36.418	38.407	111.302
FR.MERIC	1.948	49.898	488.008
NL.G114	6.889	53.367	1702.383
IV.PZUN	15.807	40.646	223.931
BW.MGSBH	11.639	48.030	320.869
IV.ESCV	14.815	37.747	261.506
NL.G013	6.731	53.443	1858.601
XP.FR06A	3.447	46.378	317.637
IV.EPDN	15.017	37.766	247.608
IV.OVO	14.397	40.828	168.049
HA.THIV	23.332	38.299	239.880
NL.FR022	5.930	52.856	1916.789
Y8.PL10A	21.890	49.905	249.753
FR.MORSI	9.363	42.953	123.758
NS.KMY	5.245	59.211	378.302
NS.VADS	29.365	70.120	504.318
HP.AMT	21.709	37.532	154.578
NL.G452	6.764	53.200	1730.928
IV.ORZI	9.931	45.406	618.818
NL.G203	6.895	53.335	1751.380
GR.TNS	8.449	50.224	234.170
AC.SRN	20.000	39.880	112.028
HT.ALN	26.046	40.885	90.751
FR.BSTF	5.643	43.801	7.617
NO.NB205	11.198	61.071	235.357
NL.G642	7.038	53.221	2423.610
KO.DALY	28.653	36.816	387.618
NL.N022	6.453	53.072	2129.257
FR.LATF	1.309	43.235	490.067
Y8.PL31A	18.354	50.070	167.912
NL.ZH034	4.400	51.978	1709.871
NL.G411	6.892	53.223	1800.487
FR.OGSM	5.697	45.609	350.752
IV.EMAS	15.053	37.579	329.624
NL.G304	6.895	53.279	1803.572
IV.CROCE	14.534	36.833	98.955
IV.MUCR	14.874	38.043	139.650
XP.FR18A	2.807	44.967	341.868
NL.FR061	6.024	53.001	1974.651
TH.POSS	10.867	51.333	148.296
KO.TAHT	36.185	36.376	171.732
SX.SCHF	12.403	50.677	167.527
FR.PIAF	7.617	44.116	164.093
FR.NIMR	7.203	43.680	242.040
IV.EPOZ	15.188	37.672	237.547
FR.OGDI	6.225	44.109	394.122
NL.L2071	6.975	52.757	1562.258
NO.NC602	11.541	60.735	243.542
NL.G262	6.546	53.282	1837.962
C4.CERN1	6.055	46.236	424.332
TH.THWA	10.677	50.763	170.921
AC.KBN	20.787	40.624	146.625
HL.GVD	24.087	34.839	250.108
HL.TETR	21.275	39.344	215.735
KO.YAYX	33.812	38.939	333.184
HA.PSAH	23.647	38.569	128.540
GR.SCHI	12.845	53.341	277.604
NL.VLW1	7.097	52.968	3329.650
NL.G623	6.842	53.387	1746.554
BW.FFB1	11.275	48.163	250.792
Y5.BH13A	16.320	44.891	97.872
1Y.GR11	22.190	40.523	114.631
Z6.AL03A	20.005	41.602	173.550
HP.ANX	21.921	38.593	11.264
TV.SU26	8.490	39.123	115.485
IV.CESI	12.905	43.005	109.887
IV.VPOB	14.383	40.853	271.068
CH.ACB	8.255	47.588	253.722
GB.CCA1	-5.228	50.187	989.729
7C.CS2FS	16.258	39.293	34.002
Y8.RO34A	22.996	46.414	92.201
IV.CSNT	11.290	43.473	111.893
XE.SHEVA	16.168	39.815	104.833
NL.G192	6.817	53.338	1991.684
NL.G031	6.598	53.416	1864.700
HL.KSTE	25.337	35.180	185.002
BW.ROTZ	12.207	49.767	156.629
NL.G534	7.080	53.167	1762.182
PL.SUW	23.181	54.013	40.264
NO.ARD1	25.509	69.548	410.199
NS.HOMB	8.505	58.270	253.879
RO.STFAR	24.961	44.863	247.884
NO.NC200	10.835	61.281	237.622
NL.ZLV3	6.753	53.092	4216.838
SL.SKDS	14.014	45.546	111.147
UD.AKBB	29.224	50.701	98.024
IV.CGL	9.296	39.366	135.407
Z6.A271A	18.834	47.155	267.196
RO.TLBR	28.047	44.544	119.458
NL.G221	6.678	53.310	1897.980
FR.BRGF	1.771	45.957	336.214
FR.MTNF	-0.846	48.272	512.275
NL.G382	6.548	53.201	1895.763
NS.SNART	7.210	58.339	278.399
HE.RAF	21.765	61.022	372.359
NO.NAO03	10.808	60.788	240.656
NL.NIW2	6.043	53.355	4398.801
NL.G072	6.546	53.395	1903.668
FR.ENAUX	6.777	44.109	205.627
CL.PSAM	22.184	38.322	134.143
NL.FR043	6.119	52.876	1626.279
Z6.CP13A	20.341	48.712	103.453
WM.AVE	-7.413	33.298	295.264
OE.MOA	14.266	47.849	193.327
TH.ANNA	12.645	50.889	134.138
NL.G433	7.079	53.232	1622.013
NL.GK041	6.326	53.246	1763.912
KO.PHSR	27.524	41.631	778.681
